0.00000145, 2
0.00000338, 3
0.00000461, 4
0.00000556, 5
0.00000684, 6
0.00000786, 7
0.00000899, 8
0.00001017, 9
0.00001189, 10
0.00001223, 11
0.00001323, 12
0.00002136, 13
0.00002415, 14
0.00002659, 15
0.00002700, 16
0.00002920, 17
0.00003137, 18
0.00003301, 19
0.00003482, 20
0.00003561, 21
0.00003991, 22
0.00004038, 23
0.00004112, 24
